,winery,country_id,province_id
11292,Vignobles Grandeau,4.0,16.0
11293,Masked Rider,2.0,7.0
11294,Old Winery,6.0,10.0
11295,Vallemon de Sardilici,3.0,4.0
11296,Montoya,2.0,7.0
11297,Rieutort,4.0,37.0
11298,Viña Litoral,7.0,30.0
11299,Lagaria,0.0,41.0
11300,Le Drunk Rooster,4.0,61.0
11301,Bollini,0.0,41.0
11302,Louis Tête,4.0,12.0
11303,Sofia,2.0,7.0
11304,Quinta de Santiago,1.0,83.0
11305,Ex,2.0,7.0
11306,Puget Purveyors,2.0,18.0
11307,Riché,2.0,7.0
11308,Château La Dournie,4.0,61.0
11309,Alma de Cattleya,2.0,7.0
11310,J. Keverson,2.0,7.0
11311,Silvae,3.0,155.0
11312,Zacharias,14.0,134.0
11313,Domaine Damiens,4.0,37.0
11314,Rebusity,2.0,7.0
11315,Santa Alicia,7.0,142.0
11316,Torre Castillo,3.0,86.0
11317,Cataregia,3.0,55.0
11318,Cota 585,3.0,4.0
11319,Château Armandière,4.0,37.0
11320,Corte Mainente,0.0,43.0
11321,Domaine Laurens,4.0,37.0
11322,Global Wines,1.0,124.0
11323,Delaire Graff,10.0,44.0
11324,Protea,10.0,44.0
11325,Woodstock Collection,2.0,7.0
11326,Carnivor,2.0,7.0
11327,Alta,2.0,7.0
11328,Chateau Couronneau,4.0,16.0
11329,Rocca di Fabbri,0.0,19.0
11330,Tenuta Le Velette,0.0,19.0
11331,Salena Estate,8.0,92.0
11332,Villa Atuel,6.0,10.0
11333,Zorzal,3.0,4.0
11334,Palo Alto,6.0,10.0
11335,Descendientes de J. Palacios,3.0,4.0
11336,Domaine Louis Moreau,4.0,21.0
11337,Equinox,2.0,7.0
11338,Château Flotis,4.0,37.0
11339,Donna Laura,0.0,27.0
11340,Fattoria di Petroio,0.0,27.0
11341,Fonte alla Selva,0.0,27.0
11342,Valdipiatta,0.0,27.0
11343,J. Jacaman,2.0,7.0
11344,Beach Head,8.0,85.0
11345,Cantine Elmi,0.0,14.0
11346,Villa Vignamaggio,0.0,14.0
11347,Hopkins Vineyard,2.0,339.0
11348,Laura's Vineyard,2.0,7.0
11349,Macchialupa,0.0,14.0
11350,Sonoma Creek,2.0,7.0
11351,Cueto,3.0,4.0
11352,Koutsoyiannopoulos,14.0,53.0
11353,Château Coudray Montpensier,4.0,75.0
11354,Dahlia,2.0,7.0
11355,Dionysos,14.0,287.0
11356,j.brix,2.0,7.0
11357,Le Roc,4.0,37.0
11358,Licia,3.0,25.0
11359,Hinman,2.0,2.0
11360,Johannes Kunz,5.0,8.0
11361,Bodega Volcanes de Chile,7.0,30.0
11362,Chateau Quattre,4.0,37.0
11363,Viña Decana,3.0,86.0
11364,Corazón Verde,3.0,25.0
11365,Weingut Keller,5.0,6.0
11366,Paul de Albas,3.0,4.0
11367,Trotter 1/16,2.0,7.0
11368,J. Moss Wines,2.0,7.0
11369,Bruni,0.0,27.0
11370,Joseph Drouhin,4.0,12.0
11371,Luke Donald,2.0,7.0
11372,Buck Shack,2.0,7.0
11373,Domaine les Capréoles,4.0,12.0
11374,Porto Carras,14.0,340.0
11375,Marcel Hugg,4.0,5.0
11376,Terrassous,4.0,61.0
11377,Idilico,2.0,18.0
11378,José Maria da Fonseca,1.0,35.0
11379,Barrel Racer,2.0,7.0
11380,Château du Grand Pierre,4.0,16.0
11381,Stellenbosch Vineyards,10.0,32.0
11382,The Prisoner,2.0,7.0
11383,Il Palazzo,0.0,27.0
11384,Frey,2.0,7.0
11385,Montemaggiore,2.0,7.0
11386,Piollot Père et Fils,4.0,20.0
11387,Spier,10.0,47.0
11388,Villa Travignoli,0.0,27.0
11389,Waimea,11.0,188.0
11390,Suberli,0.0,27.0
11391,Cameron Hughes,7.0,30.0
11392,Fleming Jenkins,2.0,7.0
11393,Wyndham Estate,8.0,22.0
11394,Château Lynsolence,4.0,16.0
11395,Château Vieux Maillet,4.0,16.0
11396,Clos Badon,4.0,16.0
11397,Galardi,0.0,14.0
11398,Château Ducla,4.0,16.0
11399,Château Haut Grand Champ,4.0,16.0
11400,Clos la Madeleine,4.0,16.0
11401,Enrico Serafino,0.0,31.0
11402,Semeli,14.0,173.0
11403,una.wine,9.0,28.0
11404,Château Quinault L'Enclos,4.0,16.0
11405,Serradenari,0.0,31.0
11406,Chiarito,2.0,7.0
11407,Eredi Lodali,0.0,31.0
11408,Punga Cove,11.0,40.0
11409,El Fogón,6.0,10.0
11410,Pannotia Vineyards,6.0,10.0
11411,Syan,8.0,63.0
11412,St. John,13.0,302.0
11413,Sunfire,2.0,7.0
11414,Casal Novo,3.0,4.0
11415,the Ghost of 413,2.0,18.0
11416,Undurraga,7.0,341.0
11417,San Nicolas,7.0,58.0
11418,Tenute Grandi & Gabana,0.0,41.0
11419,Nebla,3.0,4.0
11420,Bonfiglio,0.0,19.0
11421,Château Tour de Bonnet,4.0,16.0
11422,Negro Giuseppe,0.0,31.0
11423,Cherry Pie,2.0,7.0
11424,VJB,2.0,7.0
11425,O'Reilly's,2.0,2.0
11426,Viu Manent,7.0,30.0
11427,Indian Rock,2.0,7.0
11428,Clos Saint-Joseph,4.0,62.0
11429,Dona Maria,1.0,35.0
11430,Heaven's Cave,2.0,18.0
11431,Sassy Bitch,7.0,68.0
11432,Vega Murillo,3.0,4.0
11433,Grey's Peak,11.0,244.0
11434,Solaria,0.0,27.0
11435,La Pieve,0.0,27.0
11436,Mathis,2.0,7.0
11437,Tenuta di Vaira,0.0,27.0
11438,Tenute Niccolai,0.0,27.0
11439,Goutorbe-Bouillot,4.0,20.0
11440,Château Fleur du Roc,4.0,16.0
11441,Elfenhof,9.0,28.0
11442,Genio Español,3.0,86.0
11443,Golden Ridge,2.0,18.0
11444,Agricola Tamburini,0.0,27.0
11445,Castel di Pugna,0.0,27.0
11446,Nivarius,3.0,4.0
11447,La Vidaubanaise,4.0,62.0
11448,Le Bonheur,4.0,62.0
11449,Costa Alessandro,0.0,31.0
11450,Atrea,2.0,7.0
11451,Bastide des Deux Lunes,4.0,62.0
11452,Compañia de Vinos del Atlántico,3.0,4.0
11453,Fourrey et Fils,4.0,21.0
11454,La Conreria d'Scala Dei,3.0,55.0
11455,S. Anderson,2.0,7.0
11456,Secret House,2.0,2.0
11457,Calvet,4.0,21.0
11458,Calvet,4.0,61.0
11459,Hauer of the Dauen,2.0,2.0
11460,Flynn,2.0,122.0
11461,Beran,2.0,2.0
11462,A.T. Richardson,8.0,63.0
11463,Contratto,0.0,31.0
11464,Rockledge Vineyards,2.0,7.0
11465,Finca Anzil,3.0,4.0
11466,Valle Las Nencias,6.0,10.0
11467,Château Sainte-Barbe,4.0,16.0
11468,Corte dei Papi,0.0,19.0
11469,Les Voleurs,2.0,7.0
11470,Forefathers,11.0,40.0
11471,Marziano Abbona,0.0,31.0
11472,6 North,2.0,7.0
11473,Seven Heavenly Chards,2.0,7.0
11474,Lirica,23.0,165.0
11475,Quinta do Vallado,1.0,99.0
11476,Liberalia,3.0,4.0
11477,Madison Ridge,8.0,92.0
11478,Gia Domella,2.0,7.0
11479,Kelly Family Vineyards,2.0,7.0
11480,Lapostolle,7.0,101.0
11481,Rubus,4.0,26.0
11482,Stave & Steel,2.0,7.0
11483,Blacklist,2.0,7.0
11484,Miolo,29.0,262.0
11485,Keeler,2.0,2.0
11486,MontGras,7.0,30.0
11487,Montresor,0.0,76.0
11488,Santa Sofia,0.0,76.0
11489,Ruggeri & C.,0.0,70.0
11490,Screenplay Wines,2.0,7.0
11491,Billhook,2.0,7.0
11492,Campovida,2.0,7.0
11493,Cava Maciel,16.0,67.0
11494,Caves Aliança,1.0,116.0
11495,Château Rieussec,4.0,16.0
11496,Tsantali,14.0,134.0
11497,Tsantali,14.0,342.0
11498,Papaioannou,14.0,134.0
11499,Piantate Lunghe,0.0,19.0
11500,Angeli di Varano,0.0,19.0
11501,Collevite,0.0,19.0
11502,Terre de Loups,4.0,61.0
11503,Château Ribaute,4.0,61.0
11504,Collemattoni,0.0,27.0
11505,D'Autrefois,4.0,61.0
11506,Domaine de Boischampt,4.0,12.0
11507,Domaine de la Motte,4.0,61.0
11508,Gran Verano,7.0,68.0
11509,Pandemonium Wines,2.0,7.0
11510,Château Guilhem,4.0,61.0
11511,Domaine Romy,4.0,12.0
11512,Domaine Sainte Croix,4.0,61.0
11513,Montgó,3.0,36.0
11514,La Granja 360,3.0,55.0
11515,Meyblum et Fils,4.0,37.0
11516,Château de Fargues,4.0,16.0
11517,Château les Ormes de Pez,4.0,16.0
11518,Château Petit-Village,4.0,16.0
11519,Château Sergant,4.0,16.0
11520,Flying Fish,2.0,18.0
11521,Most Wanted Winery,2.0,7.0
11522,Château la Croix Margautot,4.0,16.0
11523,Château les Ormes,4.0,16.0
11524,Château Villa Bel Air,4.0,16.0
11525,White Cottage Ranch,2.0,7.0
11526,Sansonina,0.0,43.0
11527,Exuberance,2.0,7.0
11528,Tikalo,3.0,36.0
11529,La Honda Winery,2.0,7.0
11530,Cascina Rabaglio,0.0,31.0
11531,Michael Florentino Cellars,2.0,18.0
11532,Montes,7.0,343.0
11533,Baldassari Family Wines,2.0,7.0
11534,Domaine du Trapadis,4.0,48.0
11535,Marotti Campi,0.0,19.0
11536,Quadrant,2.0,7.0
11537,Baron di Pauli,0.0,41.0
11538,Standish,8.0,22.0
11539,Cantina Bartolo Mascarello,0.0,31.0
11540,Mauro Molino,0.0,31.0
11541,Chilcas,7.0,68.0
11542,Spell Wine,2.0,7.0
11543,Undurraga,7.0,59.0
11544,Jacques Charlet,4.0,12.0
11545,Joan Simó,3.0,55.0
11546,Campo al Mare,0.0,27.0
11547,Poeira,1.0,127.0
11548,Château Grand Corbin Manuel,4.0,16.0
11549,Château Tour Coutelin,4.0,16.0
11550,Maison Denuzière,4.0,48.0
11551,Rattalino,0.0,31.0
11552,Roger Roessler,2.0,7.0
11553,Sattler,9.0,28.0
11554,Stewart Cellars,2.0,7.0
11555,Vidal-Fleury,4.0,48.0
11556,Trathen Hall,2.0,2.0
11557,Domaine de la Gaverie,4.0,75.0
11558,Douglas Vineyards,2.0,7.0
11559,Odette,2.0,7.0
11560,Casca Wines,1.0,116.0
11561,Alma Fria,2.0,7.0
11562,Aril,2.0,7.0
11563,Peju Province Winery,2.0,7.0
11564,Cambria,0.0,0.0
11565,Felline,0.0,14.0
11566,Kelley Fox,2.0,2.0
11567,Klaus Lentsch,0.0,41.0
11568,Ideal Drinks,1.0,116.0
11569,Amathia,3.0,4.0
11570,Baumann,4.0,5.0
11571,Weegmüller,5.0,106.0
11572,Juxtapoz,2.0,7.0
11573,Matheus,5.0,8.0
11574,Poggio di Bortolone,0.0,0.0
11575,Lagar de Costa,3.0,25.0
11576,Les Bourgeois,2.0,146.0
11577,Domaine Gérard Duplessis,4.0,21.0
11578,Familia Solana,3.0,4.0
11579,Hacienda del Carche,3.0,86.0
11580,La Mejorada,3.0,4.0
11581,Marenco,0.0,31.0
11582,Manzwine,1.0,1.0
11583,Carson Scott,2.0,7.0
11584,Dancing Crow,2.0,7.0
11585,Silvara,2.0,18.0
11586,Etienne le Riche,10.0,32.0
11587,Boekenhoutskloof,10.0,115.0
11588,Bartho Eksteen,10.0,282.0
11589,Strydom,10.0,32.0
11590,Beaumont,10.0,284.0
11591,The Drift,10.0,233.0
11592,Neil Ellis,10.0,344.0
11593,Cederberg,10.0,345.0
11594,Newton Johnson,10.0,282.0
11595,Silverthorn,10.0,44.0
11596,Sijnn,10.0,346.0
11597,Oriel,0.0,43.0
11598,Pewsey Vale,8.0,22.0
11599,Scandolera,0.0,43.0
11600,La Farra,0.0,43.0
11601,Macindoe,2.0,2.0
11602,Cà Vittoria,0.0,43.0
11603,Cave de Chardonnay,4.0,21.0
11604,Villa Cornaro,0.0,43.0
11605,Dynamite Vineyards,2.0,7.0
11606,Scanavino,0.0,43.0
11607,Arpepe,0.0,76.0
11608,Superuco,6.0,10.0
11609,Kiamie,2.0,7.0
11610,Manzwine,1.0,91.0
11611,Redwood Creek,2.0,7.0
11612,Ben Hogan,2.0,7.0
11613,Lake Chelan,2.0,18.0
11614,Pepperwood Grove,7.0,68.0
11615,Fundatio,3.0,4.0
11616,Ecker,9.0,74.0
11617,Château la Vivonne,4.0,62.0
11618,M. Chapoutier,4.0,62.0
11619,Mathew Bruno,2.0,7.0
11620,Matthiasson,2.0,7.0
11621,Tokaj Classic,13.0,51.0
11622,Dolce Stefania,6.0,10.0
11623,Avantis,14.0,347.0
11624,Valdelainos,3.0,4.0
11625,Zimmermann,9.0,54.0
11626,Franz Künstler,5.0,64.0
11627,Pavlou-Kagas,14.0,237.0
11628,Bodegas Breton,3.0,4.0
11629,Colli del Soligo,0.0,43.0
11630,Paxá Wines,1.0,348.0
11631,Caves Bonifacio,1.0,144.0
11632,Northwest Totem Cellars,2.0,18.0
11633,Fassati,0.0,27.0
11634,Konzelmann,17.0,77.0
11635,Atalayas de Golbán,3.0,4.0
11636,Tzuba,12.0,45.0
11637,Inocencio,2.0,7.0
11638,Tiamo,0.0,19.0
11639,Château de Pierreux,4.0,12.0
11640,Château le Joyeux,4.0,16.0
11641,Tangley Oaks,2.0,7.0
11642,Balbas,3.0,4.0
11643,Boete,2.0,7.0
11644,Uwe Schiefer,9.0,28.0
11645,Von Donabaum,9.0,28.0
11646,Château de l'Escarelle,4.0,62.0
11647,Masi Tupungato,6.0,10.0
11648,Oakville Terraces,2.0,7.0
11649,San Simone,0.0,43.0
11650,Villebois,4.0,75.0
11651,Bouchard Finlayson,10.0,282.0
11652,Münzenrieder,9.0,28.0
11653,Chateau de l'Oiselinière,4.0,75.0
11654,Enticer,2.0,7.0
11655,Fattoria Carpineta Fontalpino,0.0,27.0
11656,Gallegos,2.0,7.0
11657,Santa Carolina,7.0,101.0
11658,Duck Walk,2.0,29.0
11659,Quinta do Infantado,1.0,99.0
11660,La Jara,0.0,43.0
11661,Maniña,7.0,68.0
11662,Platform 9,2.0,7.0
11663,Restivo,6.0,10.0
11664,Subida di Monte,0.0,41.0
11665,Marqués de Alella,3.0,55.0
11666,Oeste Verde,6.0,9.0
11667,Château Fonpiqueyre,4.0,16.0
11668,Château Haut Coteau,4.0,16.0
11669,Château Jalousie Beaulieu,4.0,16.0
11670,Château Maurac,4.0,16.0
11671,Château Rémandine,4.0,16.0
11672,Château Tour de Cazelle,4.0,16.0
11673,Château Tour des Termes,4.0,16.0
11674,Chef's Coat,2.0,7.0
11675,Dead On,2.0,7.0
11676,Château Jeanrousse,4.0,16.0
11677,Zagan's Fire,2.0,7.0
11678,Brotte,4.0,48.0
11679,Sandhi,2.0,7.0
11680,Château Haut Brande,4.0,16.0
11681,Château Garrineau,4.0,16.0
11682,Luko,2.0,7.0
11683,Hélène Garcin,6.0,10.0
11684,Wynns Coonawarra Estate,8.0,22.0
11685,John's Blend,8.0,22.0
11686,Moss Wood,8.0,85.0
11687,Il Borro,0.0,70.0
11688,Vignoble des 2 Lunes,4.0,5.0
11689,Pierre Gerbais,4.0,20.0
11690,Tenute di Vaira,0.0,27.0
11691,Collazzi,0.0,27.0
11692,Hentley Farm,8.0,22.0
11693,BOND,2.0,7.0
11694,Château la Croix de Gay,4.0,16.0
11695,Steininger,9.0,73.0
11696,Waris Hubert,4.0,20.0
11697,Broadley,2.0,2.0
11698,Louise Brison,4.0,20.0
11699,Desire,5.0,6.0
11700,Vinessens,3.0,86.0
11701,Westport Winery,2.0,18.0
11702,Château Au Grand Paris,4.0,16.0
11703,Wedge Mountain,2.0,18.0
11704,Garré,2.0,7.0
11705,Tramuz,3.0,4.0
11706,Agustín Cubero,3.0,4.0
11707,3 Horse Ranch Vineyards,2.0,18.0
11708,Château Crusquet de Lagarcie,4.0,16.0
11709,Château Meillier,4.0,16.0
11710,Château Puy Rigaud,4.0,16.0
11711,Coteaux da Murta,1.0,89.0
11712,Fincas Don Martino,6.0,10.0
11713,Gear and Sprocket,2.0,2.0
11714,Kirnbauer,9.0,263.0
11715,Dos Victorias,3.0,4.0
11716,Johann Heinrich,9.0,263.0
11717,Hans Igler,9.0,263.0
11718,Wise,8.0,85.0
11719,Reichsgraf von Kesselstatt,5.0,177.0
11720,Bridge Press,2.0,18.0
11721,Cenyth,2.0,7.0
11722,Château Miraval,4.0,62.0
11723,Jackson Estate,11.0,40.0
11724,Bodegas Hidalgo,3.0,4.0
11725,Juan de Juanes,3.0,86.0
11726,Kettmeir,0.0,41.0
11727,Leindl,9.0,79.0
11728,Mas,6.0,10.0
11729,Proprietà Sperino,0.0,31.0
11730,Trollop,2.0,7.0
11731,Schlagel Santo,2.0,18.0
11732,Papagiannakos,14.0,349.0
11733,Tyrrell's,8.0,63.0
11734,Vale da Corça,1.0,1.0
11735,Willi Schaefer,5.0,8.0
11736,Domaine Philippe Goulley,4.0,21.0
11737,Domaine Pierre Labet,4.0,21.0
11738,Fratelli Seghesio,0.0,31.0
11739,A.S. Kiken,2.0,7.0
11740,C. Cruz & Co,1.0,1.0
11741,Campos Reales,3.0,36.0
11742,Carlotta,2.0,7.0
11743,Château Broustet,4.0,16.0
11744,Solis,2.0,7.0
11745,Château le Thil,4.0,16.0
11746,Château Maucamps,4.0,16.0
11747,Alder Ridge,2.0,18.0
11748,Domaine les Hauts de Riquets,4.0,37.0
11749,Domaine Gardiés,4.0,61.0
11750,Château Grand-Puy Ducasse,4.0,16.0
11751,Château la Louvière,4.0,16.0
11752,Château Gazin,4.0,16.0
11753,Château Tronquoy-Lalande,4.0,16.0
11754,Château du Glana,4.0,16.0
11755,Clos Badon-Thunevin,4.0,16.0
11756,Nova Vita,2.0,7.0
11757,Prelius,0.0,27.0
11758,Torrenera,0.0,27.0
11759,32 Winds,2.0,7.0
11760,Quinta da Lagoalva de Cima,1.0,1.0
11761,Bernard Reverdy et Fils,4.0,75.0
11762,Bertrand Jeannot et Fils,4.0,75.0
11763,Castra Rubra,34.0,206.0
11764,Finca Wölffer,3.0,130.0
11765,Camiana,2.0,7.0
11766,Hans Igler,9.0,28.0
11767,Michael Rose Cellars,2.0,7.0
11768,ColleStefano,0.0,19.0
11769,Miles From Nowhere,8.0,85.0
11770,Tulip Winery,12.0,49.0
11771,Greenstone,8.0,63.0
11772,Anthropology,8.0,92.0
11773,Boekenhoutskloof,10.0,44.0
11774,ecoVINO,2.0,7.0
11775,J Ludlow,2.0,7.0
11776,Blakeslee,2.0,2.0
11777,Hestia Cellars,2.0,18.0
11778,Shaky Bridge,11.0,88.0
11779,Member's Mark,5.0,8.0
11780,Patria,0.0,0.0
11781,Rectoral do Mar,3.0,25.0
11782,Paul Mathew,2.0,7.0
11783,Tenuta di Castellaro,0.0,0.0
11784,Terre del Principe,0.0,14.0
11785,Domaine Alain Jeanniard,4.0,21.0
11786,Domaine du Prieuré,4.0,21.0
11787,Domaine Roger Belland,4.0,21.0
11788,Joan D'Anguera,3.0,55.0
11789,Mas de Libian,4.0,48.0
11790,Château la Rose Bellevue,4.0,16.0
11791,Château Patache d'Aux,4.0,16.0
11792,Santa Rita,7.0,42.0
11793,Sebeka,10.0,44.0
11794,Lenikus,9.0,112.0
11795,Ca' Marcanda,0.0,27.0
11796,Canalicchio di Sopra,0.0,27.0
11797,Château Grivière,4.0,16.0
11798,Maurice Martin,4.0,21.0
11799,Teliani Valley,24.0,166.0
11800,Twisted River,5.0,8.0
11801,Vila Nova,1.0,83.0
11802,Toogood,2.0,7.0
11803,Jean-Luc Colombo,4.0,62.0
11804,Château Revelette,4.0,62.0
11805,Carneros Highway,2.0,7.0
11806,Cliffhanger,0.0,41.0
11807,Jordi Miró,3.0,55.0
11808,Michel Redde et Fils,4.0,75.0
11809,Bieler Père et Fils,4.0,62.0
11810,Château Castel des Maures,4.0,62.0
11811,Three of Cups,2.0,18.0
11812,La Châsse,4.0,26.0
11813,La Forcine,4.0,26.0
11814,Le Val,4.0,26.0
11815,Ninety+,6.0,10.0
11816,Confidence,4.0,26.0
11817,Tug Hill,2.0,29.0
11818,Karl Erbes,5.0,177.0
11819,Joh. Jos. Prüm,5.0,177.0
11820,Grans-Fassian,5.0,177.0
11821,Illumination,2.0,7.0
11822,Caves du Val de Loire,4.0,75.0
11823,Spiriterra,2.0,7.0
11824,Antonio Gonzalez,6.0,10.0
11825,Orion Wines,0.0,0.0
11826,Paradise Peak,2.0,18.0
11827,Moonbeam,2.0,18.0
11828,Fabien Collonge,4.0,12.0
11829,Gifford Hirlinger,2.0,18.0
11830,Pierre Henri Morel,4.0,48.0
11831,Hafner Kosher,9.0,28.0
11832,Vigne Marina Coppi,0.0,31.0
11833,Sea Monster,2.0,7.0
11834,Archival,2.0,7.0
11835,Il Macchione,0.0,27.0
11836,Josef Ehmoser,9.0,74.0
11837,de Lancellotti,2.0,2.0
11838,Paitin,0.0,31.0
11839,Pierre Merguey,4.0,21.0
11840,Kovács Nimród,13.0,302.0
11841,Skylite,2.0,18.0
11842,Dios Ares,3.0,4.0
11843,Duende,2.0,7.0
11844,Cantina San Martino,0.0,43.0
11845,The Big Red Monster,2.0,7.0
11846,Ioannis Hatzis,14.0,350.0
11847,Magistrate,2.0,7.0
11848,Murray,2.0,18.0
11849,Vignerons Réunis de Kientzheim,4.0,5.0
11850,Idilicum,3.0,55.0
11851,Tapestry,8.0,22.0
11852,Pappas Wine Company,2.0,2.0
11853,Tenuta di Ghizzano,0.0,27.0
11854,Caves Vale do Rodo,1.0,99.0
11855,Vercoope,1.0,83.0
11856,Coastline,2.0,7.0
11857,Croad,2.0,7.0
11858,Naughty Boy,2.0,7.0
11859,Wild Rock,11.0,88.0
11860,La Traiana,0.0,27.0
11861,next:,2.0,18.0
11862,Clautiere,2.0,7.0
11863,Paris-Simoneau,4.0,75.0
11864,Phebus,6.0,10.0
11865,Principiano,0.0,31.0
11866,Ruca Malen,6.0,9.0
11867,Samuel Robert,2.0,2.0
11868,Schultz,2.0,2.0
11869,Vinilo,6.0,10.0
11870,Auguste Bonhomme,4.0,26.0
11871,Mason Cellars,2.0,7.0
11872,Quinta Dona Matilde,1.0,99.0
11873,Château de Tabuteau,4.0,16.0
11874,Château Haut-Pezat,4.0,16.0
11875,Tahora,1.0,35.0
11876,Tegernseerhof,9.0,73.0
11877,Mirù,0.0,31.0
11878,Vignobles K,4.0,16.0
11879,Domaine Jean-Michel Gerin,4.0,48.0
11880,Costantino,0.0,0.0
11881,Dubost,2.0,7.0
11882,Copper Belt,2.0,2.0
11883,Al-Cantàra,0.0,0.0
11884,Heritance,2.0,7.0
11885,Versant Vineyards,2.0,7.0
11886,Abiouness,2.0,7.0
11887,Quinta do Tedo,1.0,99.0
11888,Bokisch,2.0,7.0
11889,Château Edmus,4.0,16.0
11890,Romariz,1.0,99.0
11891,Wild Duck Creek Estate,8.0,63.0
11892,Buoncristiani,2.0,7.0
11893,Château de Villegeorge,4.0,16.0
11894,Château Grand Barrail Lamarzelle Figeac,4.0,16.0
11895,TerraNoble,7.0,42.0
11896,Zumaya,3.0,4.0
11897,Drassanes,3.0,86.0
11898,Aguirre,7.0,15.0
11899,Château Lecusse,4.0,37.0
11900,Deep Purple,2.0,7.0
11901,Domaine de Bernier,4.0,75.0
11902,Mount Fishtail,11.0,40.0
11903,Château la Croix Melin,4.0,16.0
11904,Churton,11.0,40.0
11905,Lavradores de Feitoria,1.0,127.0
11906,David Frost,10.0,44.0
11907,Quinta da Beira,1.0,116.0
11908,Vintales,10.0,44.0
11909,Mulderbosch,10.0,47.0
11910,Gregory Graham,2.0,7.0
11911,Château Mézain,4.0,16.0
11912,Château la Rose de Vitrac,4.0,16.0
11913,Château Lansac La Richarde,4.0,16.0
11914,Château Cagnas,4.0,16.0
11915,Love & Hope,2.0,7.0
11916,Schwarzböck,9.0,186.0
11917,Aidura,3.0,4.0
11918,Artner,9.0,277.0
11919,Big DeVine,2.0,18.0
11920,Circadia,2.0,7.0
11921,Kuyam,2.0,7.0
11922,Viña La Ronciere,7.0,13.0
11923,De Martino,7.0,351.0
11924,Museum,3.0,4.0
11925,Marqués del Puerto,3.0,4.0
11926,Don Tony Perez,7.0,58.0
11927,Yarraman,8.0,92.0
11928,Fattoria San Francesco,0.0,14.0
11929,St. Lucas,6.0,10.0
11930,Château Laville Haut-Brion,4.0,16.0
11931,Château Doisy-Védrines,4.0,16.0
11932,Castillo De Feliciana,2.0,2.0
11933,Château de Vaucouleurs,4.0,62.0
11934,Château les Peyroulets,4.0,37.0
11935,Dane Cellars,2.0,7.0
11936,Domaine Saint Roman d'Esclans,4.0,62.0
11937,Dürnberg,9.0,172.0
11938,Gianni Tessari,0.0,43.0
11939,Hermann Moser,9.0,73.0
11940,Paolo Calì,0.0,0.0
11941,Scenic Valley Farms,2.0,2.0
11942,Space Cowboy,2.0,7.0
11943,Château des Bertrands,4.0,62.0
11944,Cascadia,2.0,18.0
11945,Innocent Bystander,8.0,92.0
11946,Château Tour Canon,4.0,16.0
11947,Château Tour Saint-Fort,4.0,16.0
11948,Telmo Rodríguez,3.0,86.0
11949,Livio Sassetti,0.0,27.0
11950,Château de Côme,4.0,16.0
11951,Château de Villambis,4.0,16.0
11952,Château Franc le Maine,4.0,16.0
11953,Two Brothers,2.0,18.0
11954,Benjamin Leroux,4.0,21.0
11955,Heringer,2.0,7.0
11956,Julietta,2.0,7.0
11957,Cantina Valpolicella Negrar,0.0,43.0
11958,Domaine Chancelle,4.0,75.0
11959,Domaine des Tourterelles,4.0,21.0
11960,Bodegas Ugalde,3.0,4.0
11961,Nagy,2.0,7.0
11962,JC Van Staden,2.0,7.0
11963,Judson Hale Winery,2.0,7.0
11964,Apaltagua,7.0,151.0
11965,Vixen,2.0,7.0
11966,Vignobles Chaigne et Fils,4.0,16.0
11967,Delas Frères,4.0,48.0
11968,Casa de Santar,1.0,116.0
11969,Aldo Polencic,0.0,41.0
11970,Cà del Doge,0.0,43.0
11971,Stival,0.0,43.0
11972,Tablelands,11.0,87.0
11973,Ensemble,2.0,7.0
11974,Kirkland Ranch,6.0,10.0
11975,Lagosta,1.0,83.0
11976,Loredan Gasparini,0.0,43.0
11977,Monogamy,2.0,7.0
11978,C. Mondavi & Family,2.0,7.0
11979,Catherine Marshall,10.0,352.0
11980,Jellybean Wines,3.0,55.0
11981,Bouchard Aîné et Fils,4.0,21.0
11982,Domaine Buisson Battault,4.0,21.0
11983,Solar de la Vega,3.0,4.0
11984,Viña Sardasol,3.0,4.0
11985,Högl,9.0,113.0
11986,Vignobles Laplace,4.0,37.0
11987,Tenuta La Meridiana,0.0,31.0
11988,Marsaglia,0.0,31.0
11989,Bricco del Prete,0.0,31.0
11990,Dacapo,0.0,31.0
11991,Cantine Bellini,0.0,27.0
11992,Songbird,2.0,18.0
11993,Oak and Vine,2.0,7.0
11994,Josetta Saffirio,0.0,31.0
11995,Schiavenza,0.0,31.0
11996,Wegeler,5.0,64.0
11997,Falua,1.0,126.0
11998,Castello della Paneretta,0.0,27.0
11999,Château l'Archange,4.0,16.0
12000,Hevron Heights Winery,12.0,45.0
12001,Von Hövel,5.0,177.0
12002,Lail,2.0,7.0
12003,Éric & Jöel Durand,4.0,48.0
12004,Domaine Clusel-Roch,4.0,48.0
12005,Marquis Philips,8.0,92.0
12006,Alain Graillot,4.0,48.0
12007,Rosenthal,2.0,7.0
12008,Wineglass Cellars,2.0,18.0
12009,Steltzner,2.0,7.0
12010,White Springs,2.0,29.0
12011,Pugnane,0.0,31.0
12012,Luis Felipe Edwards,7.0,68.0
12013,Vitesse,2.0,7.0
12014,Le Vieux Pin,17.0,180.0
12015,Château Lagarosse,4.0,16.0
12016,Château Sainte Barbe,4.0,16.0
12017,Schrader,2.0,7.0
12018,Le Filigare,0.0,27.0
12019,Neil Ellis,10.0,316.0
12020,Bandini Villa Pomona,0.0,27.0
12021,Montelvini,0.0,43.0
